k1_pop,1,-0.702951,0.0822298,-0.0728415,0.00825683,-0.0173779,0.0663474,-0.0592695,0.0492666,-0.00725323,-0.920233,0.631337,0.0580709,-0.164937,0.0154997,0.0360932,-0.0103139,0.139586,0.0204719
beta_k1__1st_Booster_vaccine_type_Pfizer,-0.702951,1,-0.0538387,0.0715619,-0.0183686,-0.00468261,-0.0102073,0.0200227,-0.00746894,0.00137988,0.665557,-0.930394,0.00205857,0.048028,-0.00393393,-0.0187635,0.0023673,-0.0262644,-0.0389177
k2_pop,0.0822298,-0.0538387,1,-0.754429,0.373724,-0.158823,-0.303409,-0.181896,-0.15198,0.0359191,-0.0195147,0.0241237,0.00476478,0.021463,-0.416832,0.0633915,0.0128823,-0.00636692,-0.0247789
beta_k2__1st_Booster_vaccine_type_Pfizer,-0.0728415,0.0715619,-0.754429,1,-0.38924,-0.244135,0.142626,0.370496,0.266991,-0.336386,-0.0269341,0.0463964,-0.0985145,0.177734,-0.0211401,-0.358322,0.291419,-0.116173,-0.199243
k3_pop,0.00825683,-0.0183686,0.373724,-0.38924,1,0.229,-0.549248,-0.711874,-0.586166,0.537692,0.0442186,-0.0452456,-0.0637914,-0.00869482,0.0711229,0.513817,-0.42486,-0.0634021,0.276167
beta_k3_Infection_Late,-0.0173779,-0.00468261,-0.158823,-0.244135,0.229,1,0.178933,-0.55273,-0.439858,0.806117,0.108542,-0.14274,0.146672,-0.386878,0.644535,0.777324,-0.810789,0.209624,0.615262
beta_k3_Infection_Uninfected,0.0663474,-0.0102073,-0.303409,0.142626,-0.549248,0.178933,1,-0.0560837,0.354489,-0.106089,0.0132873,-0.0396647,0.255118,-0.408048,0.275626,0.0792225,-0.0509015,0.3392,0.0859144
beta_k3__1st_Booster_vaccine_type_Pfizer,-0.0592695,0.0200227,-0.181896,0.370496,-0.711874,-0.55273,-0.0560837,1,0.469354,-0.665505,-0.0732122,0.107744,-0.143453,0.379346,-0.364762,-0.804897,0.662982,-0.222701,-0.473869
k4_pop,0.0492666,-0.00746894,-0.15198,0.266991,-0.586166,-0.439858,0.354489,0.469354,1,-0.758852,-0.0594349,0.0607666,0.0486943,0.0122558,-0.164265,-0.479155,0.477138,0.0686159,-0.31361
beta_k4__1st_Booster_vaccine_type_Pfizer,-0.00725323,0.00137988,0.0359191,-0.336386,0.537692,0.806117,-0.106089,-0.665505,-0.758852,1,0.096595,-0.127655,0.161077,-0.371394,0.488177,0.818446,-0.879994,0.198637,0.571936
A0_pop,-0.920233,0.665557,-0.0195147,-0.0269341,0.0442186,0.108542,0.0132873,-0.0732122,-0.0594349,0.096595,1,-0.705169,0.0191924,-0.0298984,0.0747361,0.0974378,-0.0952115,0.000552876,0.0795776
beta_A0__1st_Booster_vaccine_type_Pfizer,0.631337,-0.930394,0.0241237,0.0463964,-0.0452456,-0.14274,-0.0396647,0.107744,0.0607666,-0.127655,-0.705169,1,-0.0616507,0.0905705,-0.113718,-0.134822,0.133593,-0.0706577,-0.0789002
omega_k1,0.0580709,0.00205857,0.00476478,-0.0985145,-0.0637914,0.146672,0.255118,-0.143453,0.0486943,0.161077,0.0191924,-0.0616507,1,-0.76812,0.173462,0.210581,-0.215044,0.935373,0.115655
corr_k1_A0,-0.164937,0.048028,0.021463,0.177734,-0.00869482,-0.386878,-0.408048,0.379346,0.0122558,-0.371394,-0.0298984,0.0905705,-0.76812,1,-0.381236,-0.468046,0.453074,-0.877745,-0.366448
omega_k2,0.0154997,-0.00393393,-0.416832,-0.0211401,0.0711229,0.644535,0.275626,-0.364762,-0.164265,0.488177,0.0747361,-0.113718,0.173462,-0.381236,1,0.519777,-0.513587,0.248089,0.34079
omega_k3,0.0360932,-0.0187635,0.0633915,-0.358322,0.513817,0.777324,0.0792225,-0.804897,-0.479155,0.818446,0.0974378,-0.134822,0.210581,-0.468046,0.519777,1,-0.841756,0.284858,0.593992
omega_k4,-0.0103139,0.0023673,0.0128823,0.291419,-0.42486,-0.810789,-0.0509015,0.662982,0.477138,-0.879994,-0.0952115,0.133593,-0.215044,0.453074,-0.513587,-0.841756,1,-0.27204,-0.597417
omega_A0,0.139586,-0.0262644,-0.00636692,-0.116173,-0.0634021,0.209624,0.3392,-0.222701,0.0686159,0.198637,0.000552876,-0.0706577,0.935373,-0.877745,0.248089,0.284858,-0.27204,1,0.197305
b,0.0204719,-0.0389177,-0.0247789,-0.199243,0.276167,0.615262,0.0859144,-0.473869,-0.31361,0.571936,0.0795776,-0.0789002,0.115655,-0.366448,0.34079,0.593992,-0.597417,0.197305,1
