k1_pop,0.00160053,-0.000803431,-0.000897323,0.000542598,-0.000218144,-5.68115e-05,1.69991e-05,9.37823e-06,5.14418e-05,3.72752e-05,0.000349969,-0.000113475,-0.00228411,-6.82732e-05,-9.28552e-05,8.30136e-07,nan,8.29996e-05,0.000223804,-7.12407e-05
beta_k1_Infection_Late,-0.000803431,0.00190078,0.000863532,-0.000274071,0.000226228,-6.04167e-05,5.76363e-05,1.38611e-05,4.46763e-05,2.78903e-05,-6.83036e-05,0.000253963,-0.000140414,-0.000236514,0.000122201,0.000119847,nan,-0.000122095,-2.84444e-05,-4.5676e-05
beta_k1_Infection_Uninfected,-0.000897323,0.000863532,0.00179715,5.38043e-07,-2.88195e-05,3.1194e-05,6.87576e-06,-1.77524e-05,1.08122e-06,-2.48271e-05,-7.54751e-05,0.000139632,6.23554e-05,-6.7511e-05,0.000327475,-0.000394075,nan,1.20858e-05,-0.000109048,7.07617e-06
k2_pop,0.000542598,-0.000274071,5.38043e-07,0.0127434,-0.011056,8.75178e-05,-0.000154498,-0.000164672,-0.000111444,4.39776e-05,-0.00391769,0.00144039,0.000193258,0.000311979,0.000345775,-0.0020644,nan,0.000550785,0.000141721,-0.000376864
beta_k2__1st_Booster_vaccine_type_Pfizer,-0.000218144,0.000226228,-2.88195e-05,-0.011056,0.0194842,0.000153455,-5.55038e-05,-0.000136899,-0.000153215,-2.66227e-05,-0.000370255,0.00198117,3.90879e-05,0.000160145,-0.000735158,0.000235414,nan,0.000286933,-0.000116451,0.000149936
k3_pop,-5.68115e-05,-6.04167e-05,3.1194e-05,8.75178e-05,0.000153455,0.000176846,-0.000108228,-0.000106083,-0.000138182,-6.68611e-05,-0.000404623,5.62413e-05,6.29103e-05,0.000160046,-0.00012271,-0.000190404,nan,9.08488e-05,2.83679e-05,-1.16228e-05
beta_k3_Gender_Male,1.69991e-05,5.76363e-05,6.87576e-06,-0.000154498,-5.55038e-05,-0.000108228,0.000115636,7.82567e-05,9.49977e-05,1.64175e-05,0.00047102,-4.37679e-05,-7.79441e-05,-0.000157068,0.000135704,0.000118137,nan,-0.000173247,-2.99039e-05,3.65482e-05
beta_k3_Infection_Late,9.37823e-06,1.38611e-05,-1.77524e-05,-0.000164672,-0.000136899,-0.000106083,7.82567e-05,0.000140816,0.00010356,6.83675e-06,0.00077069,-0.000518497,-1.59701e-06,-0.000154757,8.70057e-05,0.000225566,nan,-0.00016564,-1.90514e-05,5.95714e-05
beta_k3_Infection_Uninfected,5.14418e-05,4.46763e-05,1.08122e-06,-0.000111444,-0.000153215,-0.000138182,9.49977e-05,0.00010356,0.000151828,3.14033e-05,0.000693127,-0.000275334,-9.0322e-05,-0.000162404,0.000121806,0.000142631,nan,-0.000120116,1.51979e-05,3.30166e-05
beta_k3_age_cat___60,3.72752e-05,2.78903e-05,-2.48271e-05,4.39776e-05,-2.66227e-05,-6.68611e-05,1.64175e-05,6.83675e-06,3.14033e-05,6.59313e-05,-0.000133047,0.000196893,-6.11119e-06,-1.60082e-05,2.92833e-05,4.09723e-05,nan,4.049e-05,-1.74709e-05,-2.11557e-05
k4_pop,0.000349969,-6.83036e-05,-7.54751e-05,-0.00391769,-0.000370255,-0.000404623,0.00047102,0.00077069,0.000693127,-0.000133047,0.022952,-0.0200815,-0.000986891,-0.00147331,0.00146608,0.00221777,nan,-0.00262576,0.000306991,0.00111543
beta_k4_Gender_Male,-0.000113475,0.000253963,0.000139632,0.00144039,0.00198117,5.62413e-05,-4.37679e-05,-0.000518497,-0.000275334,0.000196893,-0.0200815,0.0315146,0.000314354,0.00111593,-0.00156979,-0.00195418,nan,0.00171639,0.000383852,-0.00085412
A0_pop,-0.00228411,-0.000140414,6.23554e-05,0.000193258,3.90879e-05,6.29103e-05,-7.79441e-05,-1.59701e-06,-9.0322e-05,-6.11119e-06,-0.000986891,0.000314354,0.00780231,0.0001031,0.000183145,-0.00011611,nan,0.000159929,-0.000797399,4.36974e-05
omega_k1,-6.82732e-05,-0.000236514,-6.7511e-05,0.000311979,0.000160145,0.000160046,-0.000157068,-0.000154757,-0.000162404,-1.60082e-05,-0.00147331,0.00111593,0.0001031,0.00109338,-0.00101724,-0.000424225,nan,0.000203942,0.00138986,-0.000144531
corr_k1_A0,-9.28552e-05,0.000122201,0.000327475,0.000345775,-0.000735158,-0.00012271,0.000135704,8.70057e-05,0.000121806,2.92833e-05,0.00146608,-0.00156979,0.000183145,-0.00101724,0.00387011,-0.000236616,nan,-0.000257004,-0.00265574,7.08387e-05
omega_k2,8.30136e-07,0.000119847,-0.000394075,-0.0020644,0.000235414,-0.000190404,0.000118137,0.000225566,0.000142631,4.09723e-05,0.00221777,-0.00195418,-0.00011611,-0.000424225,-0.000236616,0.00450743,nan,-0.000452279,-4.09527e-05,6.30324e-05
omega_k3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
