k1_pop,1,-0.451746,-0.431327,-0.0776793,-0.0252883,0.0120311,0.0886439,0.355689,-0.314127,0.0290366,0.0748908,-0.874013,-0.282079,nan,0.0683863,0.141163,-0.242041,-0.0445816,0.0402257
beta_k1_Infection_Late,-0.451746,1,0.485389,0.0756513,0.0286638,0.0394103,-0.136416,-0.21448,0.174835,0.0227773,-0.0592147,0.142845,0.199812,nan,-0.10614,-0.0493781,0.099307,0.0998223,-0.0764627
beta_k1_Infection_Uninfected,-0.431327,0.485389,1,0.277896,-0.20996,0.0702736,-0.0868533,-0.182737,0.240374,-0.27238,0.144237,0.17107,0.0641189,nan,0.032381,-0.261982,0.29992,0.0349357,0.0160255
k2_pop,-0.0776793,0.0756513,0.277896,1,-0.876669,-0.203094,0.149887,-0.311078,0.464084,-0.467766,0.269039,0.177679,0.0272931,nan,-0.214074,-0.520771,0.592562,0.00439418,0.0829297
beta_k2__1st_Booster_vaccine_type_Pfizer,-0.0252883,0.0286638,-0.20996,-0.876669,1,0.0389345,-0.0404338,0.0594166,-0.186003,0.419585,-0.312472,-0.0504726,0.068609,nan,0.0404996,0.406552,-0.34694,0.00583735,-0.115096
k3_pop,0.0120311,0.0394103,0.0702736,-0.203094,0.0389345,1,-0.549549,0.30755,-0.573482,-0.0466302,0.174691,-0.118978,-0.170375,nan,0.176286,0.0325918,-0.314438,-0.0934679,0.174937
beta_k3_Infection_Late,0.0886439,-0.136416,-0.0868533,0.149887,-0.0404338,-0.549549,1,0.0475522,0.08859,0.0936949,-0.208463,0.011201,0.0898367,nan,-0.0932255,-0.0492174,0.172268,0.0920672,-0.121651
beta_k3_Infection_Uninfected,0.355689,-0.21448,-0.182737,-0.311078,0.0594166,0.30755,0.0475522,1,-0.791925,0.129839,0.0800904,-0.356824,-0.217857,nan,0.159223,0.162252,-0.624578,0.0148638,0.0958966
beta_k3__1st_Booster_vaccine_type_Pfizer,-0.314127,0.174835,0.240374,0.464084,-0.186003,-0.573482,0.08859,-0.791925,1,-0.313427,0.0544041,0.344848,0.164398,nan,-0.190296,-0.469312,0.778241,-0.00936784,-0.0403133
k4_pop,0.0290366,0.0227773,-0.27238,-0.467766,0.419585,-0.0466302,0.0936949,0.129839,-0.313427,1,-0.837884,-0.0439421,0.14054,nan,-0.0368104,0.603919,-0.536946,0.0474334,-0.181767
beta_k4__1st_Booster_vaccine_type_Pfizer,0.0748908,-0.0592147,0.144237,0.269039,-0.312472,0.174691,-0.208463,0.0800904,0.0544041,-0.837884,1,-0.0638579,-0.190463,nan,0.0372209,-0.345894,0.189548,-0.0817965,0.165086
A0_pop,-0.874013,0.142845,0.17107,0.177679,-0.0504726,-0.118978,0.011201,-0.356824,0.344848,-0.0439421,-0.0638579,1,0.137797,nan,-0.0946168,-0.149887,0.303978,-0.0907434,0.0154021
omega_k1,-0.282079,0.199812,0.0641189,0.0272931,0.068609,-0.170375,0.0898367,-0.217857,0.164398,0.14054,-0.190463,0.137797,1,nan,-0.142244,0.0609535,0.0264687,0.814372,-0.330561
corr_k1_A0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
omega_k2,0.0683863,-0.10614,0.032381,-0.214074,0.0404996,0.176286,-0.0932255,0.159223,-0.190296,-0.0368104,0.0372209,-0.0946168,-0.142244,nan,1,0.0757874,-0.124872,-0.0147909,-0.056867
omega_k3,0.141163,-0.0493781,-0.261982,-0.520771,0.406552,0.0325918,-0.0492174,0.162252,-0.469312,0.603919,-0.345894,-0.149887,0.0609535,nan,0.0757874,1,-0.680314,0.032476,-0.177988
omega_k4,-0.242041,0.099307,0.29992,0.592562,-0.34694,-0.314438,0.172268,-0.624578,0.778241,-0.536946,0.189548,0.303978,0.0264687,nan,-0.124872,-0.680314,1,-0.0664607,0.0873638
omega_A0,-0.0445816,0.0998223,0.0349357,0.00439418,0.00583735,-0.0934679,0.0920672,0.0148638,-0.00936784,0.0474334,-0.0817965,-0.0907434,0.814372,nan,-0.0147909,0.032476,-0.0664607,1,-0.311652
a,0.0402257,-0.0764627,0.0160255,0.0829297,-0.115096,0.174937,-0.121651,0.0958966,-0.0403133,-0.181767,0.165086,0.0154021,-0.330561,nan,-0.056867,-0.177988,0.0873638,-0.311652,1
