k1_pop,0.00173228,-0.000330906,-0.000459026,0.000518516,0.0001001,1.14827e-05,-1.23735e-05,4.50794e-07,2.49821e-06,-4.90688e-06,-2.84996e-06,-0.00575694,-0.00315743,-0.000121716,nan,5.45081e-05,1.16079e-06,nan,0.000329943,-0.000124507,-9.6422e-05
beta_k1_Infection_Late,-0.000330906,0.000967071,0.000416829,3.18356e-05,0.000336385,1.19423e-06,-6.07627e-06,2.04257e-06,-1.71433e-06,2.63479e-06,2.36658e-06,0.00129752,-0.000148671,-0.000137839,nan,-9.85726e-05,4.36452e-07,nan,-3.41829e-05,-0.000398858,1.84443e-05
beta_k1_Infection_Uninfected,-0.000459026,0.000416829,0.000990997,0.000412167,-0.000193856,-1.04201e-06,-1.08183e-06,1.75188e-06,-4.48852e-06,-2.88664e-06,2.09755e-06,4.4963e-06,0.000131697,9.99102e-07,nan,-0.000370291,2.35859e-07,nan,-3.64667e-05,-0.000405816,5.45327e-05
k2_pop,0.000518516,3.18356e-05,0.000412167,0.0348571,-0.0305109,3.09736e-06,-1.23682e-05,2.04251e-05,-3.92744e-05,-2.84063e-05,1.64052e-05,-0.0389308,0.000376449,0.000320248,nan,-0.0085333,-3.05672e-06,nan,0.000766281,-0.0134258,0.00109533
beta_k2__1st_Booster_vaccine_type_Pfizer,0.0001001,0.000336385,-0.000193856,-0.0305109,0.0479492,1.03061e-05,-2.22413e-05,-3.68725e-06,2.0106e-05,1.98391e-05,-7.74434e-06,0.0248999,-0.000259975,-0.000626175,nan,0.00478211,4.62832e-06,nan,-0.000906386,0.014539,-0.0013527
k3_pop,1.14827e-05,1.19423e-06,-1.04201e-06,3.09736e-06,1.03061e-05,1.63e-06,-6.48072e-07,-4.9952e-07,-2.83768e-07,-3.95511e-07,-8.65964e-07,-0.000173699,-1.91678e-05,-7.05781e-06,nan,1.56205e-05,1.10552e-07,nan,4.03794e-06,2.7675e-06,-2.79453e-06
beta_k3_Gender_Male,-1.23735e-05,-6.07627e-06,-1.08183e-06,-1.23682e-05,-2.22413e-05,-6.48072e-07,1.6059e-06,-2.11332e-07,2.01692e-07,8.04345e-08,-3.45143e-07,0.000230584,1.71408e-05,1.02918e-05,nan,-5.18924e-06,-1.77806e-07,nan,2.46677e-07,-1.54328e-05,5.21788e-06
beta_k3_Infection_Late,4.50794e-07,2.04257e-06,1.75188e-06,2.04251e-05,-3.68725e-06,-4.9952e-07,-2.11332e-07,1.49011e-06,6.12917e-07,-5.03754e-07,1.40319e-07,-0.000339768,3.91845e-06,-2.30019e-06,nan,-8.43615e-06,2.31727e-08,nan,-6.08172e-06,-1.65039e-05,1.2974e-07
beta_k3_Infection_Uninfected,2.49821e-06,-1.71433e-06,-4.48852e-06,-3.92744e-05,2.0106e-05,-2.83768e-07,2.01692e-07,6.12917e-07,1.93739e-06,-3.54979e-07,-4.94627e-07,2.3199e-05,-8.16621e-06,-1.8038e-06,nan,3.47345e-05,3.14436e-08,nan,-6.59313e-06,5.26008e-05,-6.17932e-06
beta_k3__1st_Booster_vaccine_type_Pfizer,-4.90688e-06,2.63479e-06,-2.88664e-06,-2.84063e-05,1.98391e-05,-3.95511e-07,8.04345e-08,-5.03754e-07,-3.54979e-07,1.55843e-06,1.50461e-07,0.000490011,4.47197e-06,2.22304e-06,nan,1.63169e-05,-7.07162e-08,nan,3.76902e-06,4.90061e-05,-3.69559e-06
